cik_date,GrossProfit,GrossMargin,WorkingCapitalRatio,EarningPerShare,DebtToEquityRatio,PEratio,ReturnOfEquity,EBIDTAratio,EvRatio,EVbyEbidta,ChurnRate,GrowthRate,ProfitMargin,RuleOf40,MarketCap,MagicNumber,wce_label,eps_label,de_label,pe_label,roe_label,growth_rate_label,profitm_label,grossm_label,ro40_label,churnrate_label,EVbyEbidta_label,marketCap_label,magicNum_label,aggregate,predicted_aggregate
1459417_2019,499949030.3697675,0.7131518015000071,1.673236980135168,-0.339064057040661,0.130246145957128,-70.75359213649438,-1.800098381548365,141873471.30813953,83861266591.87967,17.619227944989397,-0.0,-0.0,-0.0,-0.0,1525022924.9099998,0.07014624124076202,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15384615384615385,0.15322456
1459417_2020,499949030.3697675,0.7131518015000071,2.548277154978114,-2.9879841998072063,0.1441593271848092,-13.390298383298534,-13.147541501323351,141873471.30813953,83861266591.87967,17.619227944989397,9.043796975039436,904.3796975039436,904.3796975039436,1808.7593950078872,2898785355.21,0.07014624124076202,0,0.0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3076923076923077,0.3079059
1459417_2021,499949030.3697675,0.7131518015000071,1.1809407298797328,-2.5710100512228533,0.19215350293957,-7.806270531869012,-11.221644269394131,141873471.30813953,83861266591.87967,17.619227944989397,-0.1003215018199959,-10.032150181999594,-10.032150181999594,-20.064300363999187,1520396086.41,0.07014624124076202,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07692307692307693,0.15842971
1023731_2020,301224000.0,0.6750314294870214,2.245590439538181,-0.3320939906727383,0.1973303446666048,-41.73517253932584,-5.478245298765416,-159819000.0,83861266591.87967,17.619227944989397,-0.0,-0.0,-0.0,-0.0,1430055687.06,-0.2362891602821816,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.15384615384615385,0.15439191
1023731_2021,352262000.0,0.6617187382594714,2.2782794246074247,-0.4126458724325544,0.160628762524102,-70.4478148021495,-5.959692606164551,-146149000.0,83861266591.87967,17.619227944989397,0.3142857142857143,31.428571428571427,31.428571428571427,62.85714285714285,3172546891.8,-0.3105514677994386,0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.38461538461538464,0.38431597
1580808_2020,175379000.0,0.7776408146252999,2.248125811838931,0.2333586566421292,0.2532817589193813,42.25255725190839,4.186739484976524,67881000.0,83861266591.87967,17.619227944989397,0.0,0.0,0.0,0.0,752771560.0,0.3552684055196618,0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.23076923076923078,0.23110166
1580808_2021,196537000.0,0.7860159493205141,2.446646853598656,1.2255660462653215,0.260259845079422,13.528442673917397,21.273442667055274,86893000.0,83861266591.87967,17.619227944989397,4.325942972608891,432.59429726088905,432.59429726088905,865.1885945217781,1283673339.9999998,1.8921392677674085,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.6153846153846154,0.61521024
935036_2019,499949030.3697675,0.7131518015000071,1.504005229185391,0.5781887165483056,0.5415640088922872,65.52358929826131,5.934858332271356,141873471.30813953,83861266591.87967,17.619227944989397,0.0,0.0,0.0,0.0,4394142945.52,0.07014624124076202,1,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.38461538461538464,0.3002109
935036_2020,499949030.3697675,0.7131518015000071,1.2752955206740246,0.6204307433936102,0.7505447137693861,61.94083773121388,6.021894634248221,141873471.30813953,83861266591.87967,17.619227944989397,0.0834749932897915,8.347499328979154,8.347499328979154,16.69499865795831,4500621269.55,0.07014624124076202,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3076923076923077,0.28222448
935036_2021,499949030.3697675,0.7131518015000071,1.24302563796567,1.1042162724103644,0.6058555066489821,31.425003296006764,10.26617619059478,141873471.30813953,83861266591.87967,17.619227944989397,0.7587530966143683,75.87530966143683,75.87530966143683,151.75061932287366,4015832596.2,0.07014624124076202,0,1.0,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.6153846153846154,0.6152884
796343_2019,499949030.3697675,0.7131518015000071,0.7929403201440421,6.119053197025329,0.5523757462119389,50.5846231489657,19.903872000535184,141873471.30813953,163362848670.0,17.619227944989397,0.0,0.0,0.0,0.0,149298390670.0,0.07014624124076202,0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.46153846153846156,0.3905094
796343_2020,499949030.3697675,0.7131518015000071,1.477866473149492,10.981210855949897,0.2810667482535312,43.44056463878327,26.82168170924481,141873471.30813953,247747370000.0,17.619227944989397,0.7821700325737314,78.21700325737314,78.21700325737314,156.43400651474627,228497370000.0,0.07014624124076202,0,1.0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.6153846153846154,0.61575127
796343_2021,499949030.3697675,0.7131518015000071,1.2505770340450086,10.15157894736842,0.2899811754862999,60.73242430526752,20.171512235933907,141873471.30813953,317035750000.0,17.619227944989397,-0.0832699619771863,-8.32699619771863,-8.32699619771863,-16.65399239543726,292851750000.0,0.07014624124076202,0,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.38461538461538464,0.38444108
78749_2021,89376000.0,0.6515425438852277,2.184390419829183,-0.8746507342322455,0.7636962291551905,-54.8333158859102,-26.292002604036256,141873471.30813953,83861266591.87967,17.619227944989397,-0.0,-0.0,-0.0,-0.0,1151554466.92,-0.4393514644351464,0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.23076923076923078,0.23056796
1459200_2019,318764000.0,0.6345292149302397,3.214908635134244,1.0991830858821308,0.2073014301460231,39.09266850254992,14.640877178107743,234012000.0,83861266591.87967,17.619227944989397,0.0,0.0,0.0,0.0,2092669637.61,0.2915647688712901,0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.38461538461538464,0.38458923
1459200_2020,390575000.0,0.6319953139386055,4.403771995922167,0.3226724318067271,0.1929312969265764,320.603775850191,3.4135610323419248,283726000.0,83861266591.87967,17.619227944989397,-0.701724234555678,-70.1724234555678,-70.1724234555678,-140.3448469111356,5119080489.0,0.0869667046116808,0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3076923076923077,0.30779126
1459200_2021,443070000.0,0.5915732159809017,7.094689150217645,0.1819757170855003,0.2109360092764287,466.0511927542095,1.4916001676541628,367471000.0,83861266591.87967,17.619227944989397,-0.4271935867727187,-42.71935867727187,-42.71935867727187,-85.43871735454374,4262504208.93,0.0402149251631285,0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3076923076923077,0.2916218
1701732_2019,326316000.0,0.7110597823126287,2.305659858961443,-0.0363935935644883,0.4309641478741609,-986.7121238348868,-0.4234480853211241,140806000.0,1791869609.9999998,12.725804369131996,-0.0,-0.0,-0.0,-0.0,1482041609.9999998,-0.0113273855760601,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.15384615384615385,0.15395561
1701732_2020,348616000.0,0.7418608659753448,1.927408669316676,-0.2374705988782341,0.4229347187197815,-244.99875047619048,-2.212067777756711,133018000.0,2994587880.0,22.5126515208468,5.990679094540613,599.0679094540612,599.0679094540612,1198.1358189081225,2572486880.0,-0.0791861175423645,1,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.46153846153846156,0.44355956
1701732_2021,402513000.0,0.7563488976453412,1.24103017439628,-0.1706777424113034,0.6544614526404741,-453.0174755515124,-1.2142618464401995,142005000.0,83861266591.87967,17.619227944989397,-0.1624761904761904,-16.247619047619047,-16.247619047619047,-32.49523809523809,3983835680.0,-0.0724949507439924,0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3076923076923077,0.3072201
1689923_2019,378759000.0,0.9063171496255176,3.937872219746384,0.5895189795604734,0.5809035859611633,169.7485636079249,7.222286288529019,77132000.0,83861266591.87967,17.619227944989397,0.0,0.0,0.0,0.0,5209243920.0,0.7838369390309315,0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.38461538461538464,0.38468933
1689923_2020,451469000.0,0.9114914356319704,3.626178783573658,0.3758058464372207,0.5483952763151169,324.0769167233946,4.505904606103982,39932000.0,83861266591.87967,17.619227944989397,-0.2819668925964546,-28.196689259645463,-28.196689259645463,-56.39337851929093,7141034860.0,0.5628208730300631,0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.38461538461538464,0.38467425
1689923_2021,480382000.0,0.8960094006173818,2.281285151168364,-3.0061568319084504,0.6830485543919427,-20.125363839248447,-30.01135775250121,-80512000.0,83861266591.87967,17.619227944989397,-9.154345359655094,-915.4345359655094,-915.4345359655094,-1830.8690719310189,3616145500.0,-4.098656447455462,0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3076923076923077,0.31166708
713425_2021,60980000.0,0.5473574608645698,2.696648507816201,0.2270305509755577,0.3176585659468813,91.13310922734578,5.071727735560405,54789000.0,83861266591.87967,17.619227944989397,0.0,0.0,0.0,0.0,737175720.5400001,0.1604069167922582,0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.23076923076923078,0.23026744
1540755_2020,499949030.3697675,0.7131518015000071,1.5044752544752544,-1.1012731097088453,0.3902507080374457,-52.29402179376345,-18.925431893329545,141873471.30813953,83861266591.87967,17.619227944989397,-0.0,-0.0,-0.0,-0.0,7803157050.0,-1.6437754056644305,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.23076923076923078,0.15529522
1540755_2021,499949030.3697675,0.7131518015000071,1.3056850574428964,-1.0729258128806567,0.4345124154830269,-62.16646034539869,-16.511117902853066,141873471.30813953,83861266591.87967,17.619227944989397,0.0318328340604622,3.183283406046228,3.183283406046228,6.366566812092456,9571583400.0,-1.6961014353856152,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.15384615384615385,0.15471628
1013462_2019,499949030.3697675,0.7131518015000071,2.237649969790258,0.7278771980433237,0.2012927049130721,-44136327.03428463,13.068215217617295,141873471.30813953,83861266591.87967,17.619227944989397,0.0,0.0,0.0,0.0,12963213669.441956,2.7141808952746387,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.15384615384615385,0.21281561
1013462_2020,499949030.3697675,0.7131518015000071,2.3589160635269097,0.7278771980433237,0.1778545059484532,-44136327.03428463,10.58810524096409,141873471.30813953,83861266591.87967,17.619227944989397,-0.0385734386598566,-3.857343865985664,-3.857343865985664,-7.714687731971328,12963213669.441956,2.609485604999008,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.15384615384615385,0.23251662
1013462_2021,499949030.3697675,0.7131518015000071,2.104805187464996,0.7278771980433237,0.1736136633684563,-44136327.03428463,10.138763010565452,141873471.30813953,83861266591.87967,17.619227944989397,0.0478004641761564,4.780046417615647,4.780046417615647,9.560092835231291,12963213669.441956,2.018196427303076,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.15384615384615385,0.15513304
1433195_2019,154370000.0,0.6029795478336953,1.3022064866915344,2.062180288734796,0.2937978688494139,53.31735571357699,22.46438278981357,141873471.30813953,83861266591.87967,17.619227944989397,0.0,0.0,0.0,0.0,1934460300.0,0.3569587375297613,0,1.0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.38461538461538464,0.38448292
1433195_2020,191027000.0,0.6161048326753876,4.002670414617007,8.457632548454269,0.1741920817011751,21.2872809227098,55.401161163961945,141873471.30813953,83861266591.87967,17.619227944989397,3.3658839093765502,336.58839093765505,336.58839093765505,673.1767818753101,3371969160.0,1.5584404084925525,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.6923076923076923,0.5777951
1433195_2021,215426000.0,0.5994546011074937,3.012708483720224,0.0529432971107792,0.1770187066423208,2286.5972957198446,0.3456844922843087,141873471.30813953,83861266591.87967,17.619227944989397,-0.9935102239225267,-99.35102239225267,-99.35102239225267,-198.70204478450532,2350622020.0,0.0086365507565383,0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3076923076923077,0.30790925
